iter	Logloss
244	0.327014767
245	0.3266987586
246	0.3264714302
247	0.3262147101
248	0.3260644904
249	0.3257885319
250	0.3255260699
251	0.3253060014
252	0.3249595198
253	0.324783531
254	0.3245031
255	0.3242499725
256	0.3240566428
257	0.3238236171
258	0.3236246853
259	0.3232856708
260	0.3230412442
261	0.3228381693
262	0.322661878
263	0.3224949244
264	0.3223164169
265	0.3220884208
266	0.3218818852
267	0.3217373604
268	0.3215127969
269	0.3213155381
270	0.3211428594
271	0.3208739428
272	0.3207197689
273	0.320582113
274	0.3203669101
275	0.3200875656
276	0.3198604658
277	0.3196425318
278	0.3194511855
279	0.3193022161
280	0.3190744308
281	0.3188567981
282	0.3186866015
283	0.318512154
284	0.3183534221
285	0.3181632966
286	0.3180116897
287	0.3178208585
288	0.3175732246
289	0.3174451471
290	0.3172667131
291	0.3170707582
292	0.3168625589
293	0.3166721924
294	0.316491092
295	0.3163199895
296	0.3161914436
297	0.3160162553
298	0.3158306855
299	0.3155336897
300	0.315271602
301	0.3150725691
302	0.3148712187
303	0.3146514029
304	0.3144435852
305	0.3141421195
306	0.3140066263
307	0.3137967177
308	0.3136106065
309	0.3135036904
310	0.3134007672
311	0.3131825154
312	0.3130127772
313	0.3129242107
314	0.3127642949
315	0.3125811464
316	0.3123512112
317	0.3121595926
318	0.3119811698
319	0.3117400762
320	0.3115248595
321	0.311365782
322	0.3111838
323	0.3110229517
324	0.310856838
325	0.3106316613
326	0.3104663721
327	0.3102668241
328	0.3099350648
329	0.3097133418
330	0.3095836754
331	0.3094419152
332	0.3093067974
333	0.3090597908
334	0.3089227674
335	0.3087578219
336	0.3085764426
337	0.3084029113
338	0.3082054412
339	0.3079266699
340	0.307760366
341	0.3076106329
342	0.3073842342
343	0.3071978862
344	0.307052535
345	0.306868372
346	0.3067074632
347	0.3066113581
348	0.3064515463
349	0.3062297856
350	0.3059966702
351	0.3058080175
352	0.3056097975
353	0.3054502629
354	0.3053085103
355	0.3051665715
356	0.3049667188
357	0.3048358465
358	0.3046655508
359	0.304497823
360	0.3042785883
361	0.3040669299
362	0.3039413847
363	0.3037830799
364	0.3036706114
365	0.3035503791
366	0.3033753944
367	0.3031931717
368	0.3030159985
369	0.3028540925
370	0.302736135
371	0.3025536216
372	0.3024261564
373	0.3022817025
374	0.3021246904
375	0.3019699978
376	0.3018537055
377	0.3016267973
378	0.3014996145
379	0.3013456593
380	0.3012143266
381	0.3010805478
382	0.3009529984
383	0.3008407935
384	0.3006612336
385	0.3005564317
386	0.3004399676
387	0.300327807
388	0.3001851097
389	0.299957616
390	0.2998146527
391	0.2997039636
392	0.2995818637
393	0.2993686755
394	0.29921839
395	0.2990452999
396	0.2988733936
397	0.2985963804
398	0.2984308381
399	0.2981814576
400	0.2980197501
401	0.2978334303
402	0.2976882865
403	0.2975377095
404	0.2973629143
405	0.2972192274
406	0.2970420626
407	0.2968622289
408	0.2967699055
409	0.2966059074
410	0.2964124324
411	0.29624676
412	0.2961051715
413	0.2959691901
414	0.2958406042
415	0.2957013461
416	0.2955452469
417	0.2954217916
418	0.2952602417
419	0.2950898784
420	0.2949326202
421	0.2947926691
422	0.2945909254
423	0.2944397
424	0.2942893729
425	0.2941193069
426	0.2939654575
427	0.2938705806
428	0.2937198265
429	0.2936251259
430	0.293497126
431	0.293388545
432	0.2932716155
433	0.2931082522
434	0.2929753237
435	0.2928110187
436	0.2926464997
437	0.2924948938
438	0.2923707579
439	0.292244469
440	0.2920783623
441	0.2919257293
442	0.2917830933
443	0.2916053259
444	0.2914986431
445	0.2913518525
446	0.2911685689
447	0.291041791
448	0.2909119352
449	0.2907971467
450	0.2906628352
451	0.2905263326
452	0.2903577465
453	0.2901722173
454	0.2900604253
455	0.2898653851
456	0.289727457
457	0.2895561602
458	0.2894162186
459	0.2892648223
460	0.2891434066
461	0.2890117219
462	0.2887275333
463	0.2886184662
464	0.2885307761
465	0.2884207295
466	0.2882995955
467	0.2881897066
468	0.2880353897
469	0.2878804285
470	0.2878050492
471	0.2876628931
472	0.2875253642
473	0.2873961151
474	0.2872443892
475	0.28714885
476	0.2869988533
477	0.2868297447
478	0.2867407325
479	0.2866057486
480	0.2864244239
481	0.2863065165
482	0.2861146904
483	0.2859060916
484	0.2857531304
485	0.2856043318
486	0.2854342407
487	0.2852774988
488	0.285145102
489	0.2849630433
490	0.2848474341
491	0.2847178979
492	0.2846010391
493	0.2845036834
494	0.2843623844
495	0.2842434165
496	0.2841012045
497	0.2840279338
498	0.2839148545
499	0.2837446208
500	0.2835415206
501	0.2834808962
502	0.2832298109
503	0.2830499802
504	0.2828227091
505	0.2826821138
506	0.2825217125
507	0.2823610006
508	0.2822765553
509	0.2821123544
510	0.2819734313
511	0.2818396049
512	0.2817085788
513	0.2815957709
514	0.2814561504
515	0.2813493278
516	0.2812660099
517	0.2811682238
518	0.2810572065
519	0.2808992197
520	0.2807839524
521	0.2806448757
522	0.2805120776
523	0.2804155978
524	0.2803265473
525	0.280199724
526	0.2800813779
527	0.2799394459
528	0.2798690964
529	0.2797230958
530	0.279610706
531	0.2795197404
532	0.2793543018
533	0.2792900389
534	0.2791438543
535	0.2789897113
536	0.2788586344
537	0.2787656626
538	0.2786650392
539	0.2785570475
540	0.2783972054
541	0.2782225694
542	0.2780971808
543	0.2779576966
544	0.2778418271
545	0.2777078656
546	0.2775593163
547	0.2774403541
548	0.2773004604
549	0.2771637848
550	0.2770614019
551	0.2769211506
552	0.2767600873
553	0.2766862407
554	0.2765921688
555	0.2763750767
556	0.2762477501
557	0.2761583606
558	0.2760461743
559	0.2758970731
560	0.2757193594
561	0.2755964739
562	0.2754928685
563	0.2753866992
564	0.2753116664
565	0.2752188381
566	0.27502584
567	0.2749190639
568	0.2747499164
569	0.2746424285
570	0.27452913
571	0.274387624
572	0.2742698845
573	0.2741105748
574	0.2739057862
575	0.2737768705
576	0.2736805156
577	0.2735241093
578	0.2733691996
579	0.2732501198
580	0.2731158077
581	0.272969331
582	0.272834554
583	0.2726392378
584	0.272526813
585	0.2724648951
586	0.2723338524
587	0.2722110114
588	0.2720848548
589	0.2719189119
590	0.2717650921
591	0.2716565654
592	0.2715119096
593	0.2714368256
594	0.2713704295
595	0.2712096864
596	0.2710697146
597	0.2709377033
598	0.270837648
599	0.2706928507
600	0.2705458418
601	0.2704158488
602	0.270316911
603	0.2701777436
604	0.269994999
605	0.2698369504
606	0.2697201745
607	0.2695539215
608	0.2694676003
609	0.2693392424
610	0.2691632539
611	0.2690443192
612	0.2689316129
613	0.2688367854
614	0.2686855315
615	0.2686028194
616	0.2685063249
617	0.2684043751
618	0.2683252249
619	0.2682197653
620	0.268143695
621	0.2680359198
622	0.2679195147
623	0.2678196577
624	0.2677336275
625	0.2676298293
626	0.2675381794
627	0.2674269197
628	0.2673324961
629	0.26721005
630	0.2670958061
631	0.2669920602
632	0.2668628986
633	0.2667299994
634	0.2666280899
635	0.2665230874
636	0.2664013882
637	0.2662698396
638	0.2662112942
639	0.2661280923
640	0.2659764969
641	0.2658838359
642	0.2657541013
643	0.2656164009
644	0.2655085851
645	0.265389065
646	0.265238182
647	0.2651823071
648	0.2650696056
649	0.2649543496
650	0.2648484374
651	0.2647387859
652	0.2646159297
653	0.2644874552
654	0.2643786644
655	0.2642226742
656	0.2641237693
657	0.264028405
658	0.263925888
659	0.2638324579
660	0.263729693
661	0.2636158149
662	0.2635029096
663	0.2633303136
664	0.2632115717
665	0.2631065031
666	0.2629566563
667	0.262831294
668	0.2627331001
669	0.2625951458
670	0.2624533556
671	0.2623589199
672	0.262282898
673	0.2622051719
674	0.2621050119
675	0.2619869147
676	0.261897417
677	0.2617661942
678	0.2616946354
679	0.2616210822
680	0.2614958617
681	0.2613858995
682	0.261291544
683	0.2611755074
684	0.2610560821
685	0.2609467292
686	0.2608133557
687	0.260725539
688	0.2605987664
689	0.2604150597
690	0.260271504
691	0.2601898626
692	0.2600720425
693	0.2599821531
694	0.2598729855
695	0.259787165
696	0.259697092
697	0.2595866134
698	0.259503136
699	0.2594019067
700	0.2592873626
701	0.2591589662
702	0.2590519486
703	0.2589343662
704	0.258838679
705	0.2587732104
706	0.2586384787
707	0.2585488643
708	0.2584120544
709	0.258308807
710	0.2582114847
711	0.2580890844
712	0.2579804457
713	0.2579106075
714	0.257842139
715	0.2577588363
716	0.2576363184
717	0.2575563215
718	0.2574442664
719	0.2573818517
720	0.2572944666
721	0.257180217
722	0.2570367339
723	0.2569594718
724	0.2568462337
725	0.2567453372
726	0.2566465742
727	0.2565650238
728	0.2564189881
729	0.2563043267
730	0.2561955132
731	0.2560807974
732	0.2559550297
733	0.255890427
734	0.2558023597
735	0.255665207
736	0.2555161481
737	0.2554340716
738	0.2553410148
739	0.2552691292
740	0.2551586122
741	0.2550233202
742	0.2549308778
743	0.2548479447
744	0.2547573363
745	0.2546757153
746	0.254635815
747	0.2544816448
748	0.2544015971
749	0.2543061819
750	0.2541789823
751	0.2541059058
752	0.2540151256
753	0.2539280246
754	0.253805853
755	0.2537042406
756	0.2535791337
757	0.253473069
758	0.2533629947
759	0.2532290982
760	0.2531270649
761	0.2529979729
762	0.2528605609
763	0.252748624
764	0.2526268224
765	0.2525477992
766	0.2524178186
767	0.2523114026
768	0.2522218434
769	0.2521305029
770	0.2520209247
771	0.2519148735
772	0.2518480047
773	0.2517110658
774	0.251563658
775	0.2514615121
776	0.2513722998
777	0.2513101043
778	0.2512165721
779	0.2511140597
780	0.2510041589
781	0.2509128129
782	0.2508096992
783	0.2507577274
784	0.2506546256
785	0.2505381288
786	0.2504785223
787	0.2503835872
788	0.2502836692
789	0.2502035821
790	0.2501045727
791	0.2500038148
792	0.2498958829
793	0.2498034252
794	0.2496971177
795	0.2495969597
796	0.249520667
797	0.2494226633
798	0.2493395386
799	0.2491719829
800	0.2490983649
801	0.2490128359
802	0.2488950667
803	0.248774846
804	0.2486502402
805	0.2485673486
806	0.2484458452
807	0.2483520963
808	0.2482365975
809	0.2481553336
810	0.2480787396
811	0.2479666365
812	0.2478364611
813	0.2477813442
814	0.2476843195
815	0.2476106817
816	0.2475173579
817	0.2474033766
818	0.2472915509
819	0.2472154481
820	0.2471701994
821	0.2471096428
822	0.2470472297
823	0.246970278
824	0.2468772729
825	0.2467605049
826	0.2466478356
827	0.2465559286
828	0.2464293015
829	0.2463468276
830	0.246248185
831	0.2461615102
832	0.2460351441
833	0.2459298871
834	0.2458188905
835	0.2457111198
836	0.2456041516
837	0.245488928
838	0.2454519081
839	0.2453253333
840	0.2452459965
841	0.2451746964
842	0.2450852836
843	0.2449823542
844	0.2448653203
845	0.2448019683
846	0.244692522
847	0.2445903285
848	0.2444580733
849	0.2443513456
850	0.2442539291
851	0.2441653642
852	0.2440671414
853	0.2439054987
854	0.2437975998
855	0.2437201143
856	0.2436559784
857	0.2435666602
858	0.2434514945
859	0.2433824035
860	0.2432272159
861	0.2431152808
862	0.2430012816
863	0.2428995863
864	0.2427875451
865	0.2426921635
866	0.2425970423
867	0.242522064
868	0.2424363591
869	0.2423672245
870	0.2422820341
871	0.2421919295
872	0.2420615223
873	0.2419826964
874	0.2419203884
875	0.2418347405
876	0.2417982985
877	0.2417409298
878	0.2416275455
879	0.2415401285
880	0.2414756274
881	0.241398555
882	0.2413188558
883	0.2412461138
884	0.2411100991
885	0.2410393695
886	0.2409461337
887	0.2408380888
888	0.240705907
889	0.2406270825
890	0.2405338239
891	0.2404210162
892	0.2403531194
893	0.2402775281
894	0.2402073772
895	0.2401065122
896	0.2400243394
897	0.2399742069
898	0.2399188757
899	0.239832254
900	0.2397086999
901	0.239643296
902	0.2395537165
903	0.2394505521
904	0.2393772584
905	0.2392884785
906	0.2391966567
907	0.2391574215
908	0.2391208786
909	0.23904651
910	0.2389677997
911	0.2388904602
912	0.2387880234
913	0.2386894147
914	0.2385593776
915	0.2384716109
916	0.2383602401
917	0.2382649717
918	0.2381607386
919	0.2381034786
920	0.2380254969
921	0.237945626
922	0.2378522388
923	0.2377580473
924	0.2377034644
925	0.2376120731
926	0.2375455238
927	0.2374632905
928	0.2373657764
929	0.2372836206
930	0.2371894778
931	0.237089818
932	0.2370080414
933	0.2369113095
934	0.2368161393
935	0.236717741
936	0.2366238336
937	0.2365337987
938	0.2364741403
939	0.2363728563
940	0.2362852932
941	0.2362110443
942	0.236094659
943	0.2359723359
944	0.2358959146
945	0.2357992734
946	0.2357071302
947	0.2356243222
948	0.2355520703
949	0.2354791209
950	0.2354132082
951	0.2353045354
952	0.2351942882
953	0.2350538601
954	0.2349658979
955	0.2349067448
956	0.2347927289
957	0.2347159273
958	0.2346569929
959	0.2345631873
960	0.234516033
961	0.2344248454
962	0.2343337211
963	0.2342406004
964	0.2341326956
965	0.2340366732
966	0.2339784374
967	0.2338886134
968	0.233819361
969	0.2337350929
970	0.2336616221
971	0.2335945931
972	0.233494019
973	0.2333995124
974	0.2333523568
975	0.2332563164
976	0.2331805456
977	0.2331228513
978	0.2330039436
979	0.232904357
980	0.2327827585
981	0.2327013198
982	0.2326011201
983	0.2324989316
984	0.2324498679
985	0.2323519546
986	0.232255623
987	0.2321666122
988	0.2320738574
989	0.2319968096
990	0.2319214589
991	0.2318429493
992	0.2317010894
993	0.2316296297
994	0.2315565217
995	0.2314606222
996	0.2313807957
997	0.2312803897
998	0.2311884811
999	0.2311218644
